center,left,right,steering,throttle,brake,speed
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_08_263.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_08_263.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_08_263.jpg,-0.2050839,1,0,30.18438
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_08_341.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_08_341.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_08_341.jpg,0,1,0,30.18919
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_08_423.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_08_423.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_08_423.jpg,0,1,0,30.19027
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_08_501.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_08_501.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_08_501.jpg,0,1,0,30.19031
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_08_574.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_08_574.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_08_574.jpg,0,1,0,30.19029
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_08_652.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_08_652.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_08_652.jpg,0,1,0,30.19029
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_08_729.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_08_729.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_08_729.jpg,0,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_08_801.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_08_801.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_08_801.jpg,-0.15,1,0,30.18439
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_08_875.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_08_875.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_08_875.jpg,-0.3,1,0,30.16932
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_08_949.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_08_949.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_08_949.jpg,-0.1623506,1,0,30.18965
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_09_028.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_09_028.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_09_028.jpg,0,1,0,30.18854
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_09_104.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_09_104.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_09_104.jpg,0,1,0,30.18997
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_09_187.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_09_187.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_09_187.jpg,0,1,0,30.19025
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_09_261.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_09_261.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_09_261.jpg,0,1,0,30.19028
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_09_334.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_09_334.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_09_334.jpg,0,1,0,30.19029
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_09_405.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_09_405.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_09_405.jpg,0,1,0,30.19024
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_09_477.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_09_477.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_09_477.jpg,0,1,0,30.19031
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_09_550.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_09_550.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_09_550.jpg,0,1,0,30.19031
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_09_623.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_09_623.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_09_623.jpg,-0.05,1,0,30.18973
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_09_694.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_09_694.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_09_694.jpg,-0.2,1,0,30.17992
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_09_769.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_09_769.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_09_769.jpg,-0.1646266,1,0,30.18818
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_09_844.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_09_844.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_09_844.jpg,0,1,0,30.18889
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_09_919.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_09_919.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_09_919.jpg,0,1,0,30.19001
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_09_995.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_09_995.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_09_995.jpg,0,1,0,30.19023
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_10_073.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_10_073.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_10_073.jpg,0,1,0,30.19031
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_10_153.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_10_153.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_10_153.jpg,0,1,0,30.19028
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_10_233.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_10_233.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_10_233.jpg,0,1,0,30.19029
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_10_313.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_10_313.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_10_313.jpg,-0.1,1,0,30.18773
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_10_399.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_10_399.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_10_399.jpg,0,1,0,30.19001
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_10_476.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_10_476.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_10_476.jpg,0,1,0,30.19011
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_10_550.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_10_550.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_10_550.jpg,0,1,0,30.19031
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_10_640.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_10_640.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_10_640.jpg,0,1,0,30.19029
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_10_709.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_10_709.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_10_709.jpg,0,1,0,30.19037
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_10_785.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_10_785.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_10_785.jpg,0,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_10_871.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_10_871.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_10_871.jpg,-0.15,1,0,30.18429
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_10_949.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_10_949.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_10_949.jpg,-0.35,1,0,30.16352
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_11_026.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_11_026.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_11_026.jpg,-0.3118799,1,0,30.18199
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_11_108.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_11_108.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_11_108.jpg,-0.06562663,1,0,30.19072
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_11_190.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_11_190.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_11_190.jpg,0,1,0,30.18881
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_11_267.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_11_267.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_11_267.jpg,0,1,0,30.18999
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_11_345.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_11_345.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_11_345.jpg,0,1,0,30.19028
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_11_420.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_11_420.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_11_420.jpg,0,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_11_494.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_11_494.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_11_494.jpg,0,1,0,30.19005
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_11_571.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_11_571.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_11_571.jpg,0.05,1,0,30.18972
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_11_649.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_11_649.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_11_649.jpg,0.25,1,0,30.17465
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_11_721.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_11_721.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_11_721.jpg,0.1778533,1,0,30.18804
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_11_794.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_11_794.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_11_794.jpg,0,1,0,30.18898
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_11_864.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_11_864.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_11_864.jpg,0,1,0,30.1898
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_11_937.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_11_937.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_11_937.jpg,0,1,0,30.19012
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_12_009.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_12_009.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_12_009.jpg,0,1,0,30.19029
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_19_12_081.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_19_12_081.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_19_12_081.jpg,-0.1,1,0,30.18713
